#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,PTS,Trades,Kill Points,Death Points,Heal Points
3891,210627220,ang HADES frm,III,3923,5423378,1062401,0,0,0,0,0,0,0,,,,
3893,108443400,PluckyNeptune,III,3923,7184930,1440161,0,0,0,0,0,9525,0,,,,
3896,210355154,ᴵᴱRuivinha,III,3923,5244894,1053168,0,0,0,0,0,5548,0,,,,
3897,209751074,QodRatt,III,3923,6859705,0,0,0,0,0,0,0,0,,,,
3903,209830463,EDK,III,3923,4649815,0,0,0,0,0,0,0,0,,,,
3906,211393726,sambokewer,III,3923,4751585,1145932,0,0,0,0,0,1206,0,,,,
3907,210369315,AlEx997,III,3923,7063160,1015421,0,0,0,0,0,12560,0,,,,
3909,210354942,CLEANER3216,III,3923,3155040,0,0,0,0,0,0,0,0,,,,
3914,210294493,mathuong,III,3923,2685544,0,0,0,0,0,0,0,0,,,,
3915,210183795,ᵛᶰGia Nhiii,III,3923,4092283,0,0,0,0,0,0,0,0,,,,
3918,210341400,ккYenNhicutee,III,3923,11572076,2494839,2936,0,0,0,0,20906,0,,,,
3926,210358322,cv min,III,3923,5234023,633205,0,0,0,0,0,435,0,,,,
3927,211538703,ᶦˢFLORYN,III,3923,3967988,0,0,0,0,0,0,0,0,,,,
3928,210463845,屮Fisaro,III,3923,10477725,2094006,124218,0,0,0,0,210220,0,,,,
3932,210271431,Tườnggà,III,3923,3588962,673602,0,0,0,0,0,602,0,,,,
3935,209367573,EcopriN,III,3923,6369952,124212,0,0,0,0,0,1235,0,,,,
3938,210381745,A๖Tín S7,III,3923,4211519,316417,0,0,0,0,0,3198,0,,,,
3949,210426904,NyOnYa BeSaR,III,3923,9102899,1798241,0,0,0,0,0,37198,0,,,,
3950,210365764,포우랑,III,3923,3865943,0,0,0,0,0,0,0,0,,,,
3952,210326240,KOMMERS,III,3923,3955661,295986,0,0,0,0,0,630,0,,,,
3957,210333303,levent1626,III,3923,6744501,1396979,0,0,0,0,0,64904,0,,,,
3960,210382114,白 帝,III,3923,5784844,911069,0,0,0,0,0,28858,0,,,,
3964,210160291,cocogolem,III,3923,3183276,464060,0,0,0,0,0,0,0,,,,
3965,210390943,しょーちゃん,III,3923,5156638,494918,0,0,0,0,0,5176,0,,,,
3969,209765116,ₑᵥbu gem,III,3923,3255855,0,0,0,0,0,0,0,0,,,,
3979,210397448,ᵛᵒEleveny,III,3923,7730207,1155365,0,0,0,0,0,157639,0,,,,
3984,210381738,AxTin S1,III,3923,4142887,307548,0,0,0,0,0,2169,0,,,,
3987,210339979,QinShingHuang,III,3923,3088873,0,0,0,0,0,0,0,0,,,,
3988,210323657,SlimReaper66,III,3923,5448967,581353,0,0,0,0,0,1307,0,,,,
3992,210417090,0erenn,III,3923,8813464,1577287,0,0,0,0,0,20311,0,,,,
3994,210344289,ᴵᴮ Tito21,III,3923,4527549,920908,0,0,0,0,0,7984,0,,,,
3995,210306898,дзен,III,3923,5044811,1111617,0,0,0,0,0,18354,0,,,,
3998,209831337,Djembo,III,3923,11256047,1116546,0,0,0,0,0,70615,0,,,,
4000,192171632,ᴵᵂPhoenix,III,3923,3531737,0,0,0,0,0,0,0,0,,,,
4001,210328320,아미타불,III,3923,6561312,535900,0,0,0,0,0,11826,0,,,,
4003,209900696,ᵃⁿᵍNev乄,III,3923,12499443,1989377,0,0,0,0,0,14701,0,,,,
4008,210301668,ChúaTểVkL,III,3923,4160502,1066877,0,0,0,0,0,6861,0,,,,
4009,210135841,Ťhe文ƔladF,III,3923,8861663,1701697,0,0,0,0,0,969,0,,,,
4010,209957163,ᴵᴮHưng lor,III,3923,4644376,247965,0,0,0,0,0,1790,0,,,,
4014,209680206,МSAngel,III,3923,9165024,1404997,0,0,0,0,0,52380,0,,,,
4018,210415536,ᵃⁿᵍSoutz,III,3923,15026469,0,0,0,0,0,0,0,0,,,,
4029,210321283,Аликош,III,3923,3032529,0,0,0,0,0,0,0,0,,,,
4041,210327896,khoá biệt ly,III,3923,5296141,778771,0,0,0,0,0,8395,0,,,,
4047,210569947,A๖Tín S15,III,3923,4056664,242641,0,0,0,0,0,903,0,,,,
4049,210294479,DIELROMANOV,III,3923,6256300,1363029,0,0,0,0,0,14597,0,,,,
4050,210662934,MTrang 03,III,3923,5595381,844012,0,0,0,0,0,1105,0,,,,
4060,209787894,the G00LL33R,III,3923,3137521,0,0,0,0,0,0,0,0,,,,
4061,210415890,ⁿleander112,III,3923,9575642,1524351,0,0,0,0,0,7084,0,,,,
4065,209913684,PEQUISAURIUS,III,3923,4850273,863824,599579,0,0,0,0,109859,0,,,,
4066,210349628,José Antonio I,III,3923,4733129,882732,0,0,0,0,0,3046,0,,,,
4071,209837984,ᵃⁿᵍConejo,III,3923,8866122,1306528,0,0,0,0,0,10021,0,,,,
4076,210410607,Smoking420,III,3923,9308695,3746355,0,0,0,0,0,269790,0,,,,
4077,189094288,ᴱᴰMANDARA,III,3923,7127957,0,0,0,0,0,0,0,0,,,,
4081,209750827,ккRTMz,III,3923,9734895,0,0,0,0,0,0,0,0,,,,
4082,210402668,ᵃⁿᵍAHMET,III,3923,7669912,2124960,0,0,0,0,0,71203,0,,,,
4087,192581406,Aumi Pusi,III,3923,6468871,0,0,0,0,0,0,0,0,,,,
4096,210359937,Phantomclaw,III,3923,4600114,0,0,0,0,0,0,0,0,,,,
4106,210355277,cider021,III,3923,2943842,0,0,0,0,0,0,0,0,,,,
4107,210353425,altayhan,III,3923,3881659,0,0,0,0,0,0,0,0,,,,
4110,210312097,VǎęŤjűņ,III,3923,6631392,1195237,0,0,0,0,0,9264,0,,,,
4114,210446589,Black Ruler,III,3923,15846693,4748541,0,0,0,0,0,196886,0,,,,
4115,210678835,Thunderpants,III,3923,5797165,0,0,0,0,0,0,0,0,,,,
4118,209800156,MTPJ,III,3923,2953137,0,0,0,0,0,0,0,0,,,,
4120,210516408,ᴮᴿTranör,III,3923,7072162,1109639,138384,0,0,0,0,76145,0,,,,
4125,210293136,JShiggity,III,3923,5828394,1775566,0,0,0,0,0,57690,0,,,,
4131,209761452,I Viibe I,III,3923,4959270,0,0,0,0,0,0,0,0,,,,
4134,33235384,PowerNekat,III,3923,6832493,973216,0,0,0,0,0,47191,0,,,,
4137,197747724,ˢᶠMussoN,III,3923,5917914,0,0,0,0,0,0,0,0,,,,
4139,210339327,DMoreP,III,3923,3052597,112788,0,0,0,0,0,0,0,,,,
4140,210328161,saydullo200899,III,3923,6850612,1355459,0,0,0,0,0,9125,0,,,,
4152,210306664,tu may,III,3923,3091438,0,0,0,0,0,0,0,0,,,,
4153,209749437,JoiL1,III,3923,4565780,0,0,0,0,0,0,0,0,,,,
4163,209837468,Fizryk3,III,3923,11134900,2380566,0,0,0,0,0,51869,0,,,,
4164,190386043,Othmane99,III,3923,6195199,0,0,0,0,0,0,0,0,,,,
4165,179251804,Vlynk,III,3923,6364953,0,0,0,0,0,0,0,0,,,,
4166,210409786,GRAL ARTIGAS,III,3923,3189353,0,0,0,0,0,0,0,0,,,,
4170,210345390,melomancik,III,3923,3594590,86257,0,0,0,0,0,502,0,,,,
4171,210359088,TrưởngXóm,III,3923,3685559,0,0,0,0,0,0,0,0,,,,
4172,210307533,Sweetbun,III,3923,3353021,0,0,0,0,0,0,0,0,,,,
4173,211130725,Samboisme,III,3923,5406819,1149258,0,0,0,0,0,0,0,,,,
4178,210330869,MoroZilo,III,3923,3812086,712304,0,0,0,0,0,3542,0,,,,
4183,209750955,ᴵᴮXQuinnX,III,3923,4815066,0,0,0,0,0,0,0,0,,,,
4185,210331528,Jurysohn,III,3923,4986384,1090352,0,0,0,0,0,48204,0,,,,
4187,210370208,United star,III,3923,4146737,777607,0,0,0,0,0,1933,0,,,,
4188,209838425,ᵛᵒBÄRliner,III,3923,8987939,1722030,0,0,0,0,0,13354,0,,,,
4199,210346094,pogy,III,3923,9595208,2428057,0,0,0,0,0,83497,0,,,,
4202,194010087,ᴬCanserBer0,III,3923,11128787,1432779,0,0,0,0,0,99545,0,,,,
4207,212506961,TrDat f2,III,3923,3586380,680433,0,0,0,0,0,52,0,,,,
4212,73033637,TinWP,III,3923,7955988,0,0,0,0,0,0,0,0,,,,
4219,210306301,Freezerᴵᴸ,III,3923,3010364,0,0,0,0,0,0,0,0,,,,
4222,210339633,WanN,III,3923,3675008,0,0,0,0,0,0,0,0,,,,
4223,210355575,Dũng phan,III,3923,4744188,1185561,2156,0,0,0,0,6234,0,,,,
4226,211142562,ᵃⁿᵍTenz2,III,3923,3579923,526607,0,0,0,0,0,158,0,,,,
4230,210343699,PoKe,III,3923,5778430,873913,0,0,0,0,0,7009,0,,,,
4231,210329173,KingNPT,III,3923,3145613,0,0,0,0,0,0,0,0,,,,
4240,210354196,Ariton89,III,3923,3297990,503635,0,0,0,0,0,359,0,,,,
4242,210385946,Kowalski66724,III,3923,3203382,0,0,0,0,0,0,0,0,,,,
4256,210297359,Ikan betok 2,III,3923,3265482,486952,0,0,0,0,0,1378,0,,,,
4257,209911833,ᵃⁿᵍDrake2,III,3923,5496566,1059264,11132,0,0,0,0,0,0,,,,
4260,210354329,MAAP,III,3923,4815496,949682,0,0,0,0,0,20726,0,,,,
4262,210352001,Gmzemn,III,3923,5219206,1064196,0,0,0,0,0,20219,0,,,,
4266,210318919,ᴬFredSamoa,III,3923,5137849,862816,0,0,0,0,0,40836,0,,,,
4271,210852852,ᵀᴮGenzou,III,3923,4402372,0,0,0,0,0,0,0,0,,,,
4274,210308399,엄지나르샤,III,3923,3447700,0,0,0,0,0,0,0,0,,,,
4279,141101252,Folt 9th,III,3923,4876530,0,0,0,0,0,0,0,0,,,,
4283,210341960,Samurai egypt,III,3923,3352873,0,0,0,0,0,0,0,0,,,,
4297,209759412,ᵃⁿᵍBori,III,3923,7179205,1053884,0,0,0,0,0,1686,0,,,,
4298,210332069,Lev13,III,3923,4444107,0,0,0,0,0,0,0,0,,,,
4302,209895180,Djombe,III,3923,3427436,399579,0,0,0,0,0,21661,0,,,,
4304,210311849,VN số 01,III,3923,7959572,1996009,0,0,0,0,0,78968,0,,,,
4306,210368577,foxxxxy,III,3923,3752308,763282,6192,0,0,0,0,19003,0,,,,
4320,210437744,MUSTAFA02,III,3923,5212294,622457,0,0,0,0,0,2677,0,,,,
4322,210296578,ᵏᵃFenikS72,III,3923,4249829,0,0,0,0,0,0,0,0,,,,
4324,210331332,The LION,III,3923,2691180,0,0,0,0,0,0,0,0,,,,
4329,209753111,loss03,III,3923,5316361,0,0,0,0,0,0,0,0,,,,
4330,210607136,RektSlave1  シ,III,3923,2741770,0,0,0,0,0,0,0,0,,,,
4332,210350450,Rafisal,III,3923,6294262,939265,0,0,0,0,0,9761,0,,,,
4333,210187327,MiniiVenus,III,3923,7197873,431790,0,0,0,0,0,447,0,,,,
4334,210368193,Don Corle2,III,3923,6167998,701067,0,0,0,0,0,7812,0,,,,
4339,210334989,ttquang,III,3923,2910054,20329,0,0,0,0,0,0,0,,,,
4341,209829854,Aiwarin,III,3923,5758277,0,0,0,0,0,0,0,0,,,,
4344,210300474,zzer0,III,3923,4942889,519724,46954,0,0,0,0,7712,0,,,,
4345,209749832,кк kukulis,III,3923,7705938,1296774,0,0,0,0,0,41916,0,,,,
4349,208562472,vì anh ấy,III,3923,4001671,-1664,0,0,0,0,0,0,0,,,,
4351,209928896,ᴸᴴ sachie,III,3923,11749075,2978925,0,0,0,0,0,19917,0,,,,
4353,210569951,A๖Tín S9,III,3923,4143847,317717,0,0,0,0,0,1305,0,,,,
4364,211105260,LọVương1122,III,3923,4341653,1110625,0,0,0,0,0,565,0,,,,
4368,210347034,WWWZ,III,3923,4219489,795866,0,0,0,0,0,0,0,,,,
4376,210229129,AlphaOrionis,III,3923,7486444,433739,0,0,0,0,0,8115,0,,,,
4381,210330223,Willwin,III,3923,5223318,0,0,0,0,0,0,0,0,,,,
4382,210299760,Kanаtiк,III,3923,6321745,0,0,0,0,0,0,0,0,,,,
4385,210332861,Khoctiny,III,3923,4560949,972225,0,0,0,0,0,9587,0,,,,
4394,210568013,A๖Tín S4,III,3923,4131486,274066,0,0,0,0,0,503,0,,,,
4395,210369190,진진테무르,III,3923,5258411,1197859,0,0,0,0,0,31784,0,,,,
4396,210305849,ˢᶜ레이스,III,3923,2894699,0,0,0,0,0,0,0,0,,,,
4397,209838557,ᴿᵁ HoangRed,III,3923,6835372,427494,0,0,0,0,0,498,0,,,,
4400,211209531,sambosurvive,III,3923,5197007,841892,0,0,0,0,0,0,0,,,,
4403,210332126,MANGEIR DE PAFF,III,3923,3861225,33926,0,0,0,0,0,0,0,,,,
4406,210412809,Moff Xurellias,III,3923,6704126,1264192,0,0,0,0,0,77566,0,,,,
